,,,
Plant Name,State,Latitude,Longitude
Gowrie,IA,42.282807,-94.288965
Graettinger,IA,43.239700,-94.749800
Grand Junction,IA,42.029600,-94.369900
Greenfield Light Plant,IA,41.303889,-94.460556
Grundy Center City Light Plant,IA,42.363094,-92.772322
Harlan,IA,41.644542,-95.315283
Indianola,IA,41.359491,-93.563268
Lake Park,IA,43.430100,-95.315300
Lake Mills,IA,43.417200,-93.532200
Lamoni Municipal Utilities,IA,40.622000,-93.932600
La Porte,IA,42.315900,-92.192800
Laurens,IA,42.848600,-94.850600
Lenox,IA,40.880000,-94.558900
Manning,IA,41.906700,-95.034700
Maquoketa 1,IA,42.035556,-90.665000
McGregor,IA,43.023733,-91.174927
Milford,IA,43.326083,-95.148339
Montezuma,IA,41.586026,-92.522800
Mt Pleasant,IA,40.971826,-91.551221
Muscatine Plant #1,IA,41.391700,-91.056900
New Hampton,IA,43.068900,-92.320100
Ogden,IA,42.037200,-94.046200
Osage (IA),IA,43.279722,-92.810556
Ottumwa City of,IA,41.016346,-92.414873
Pella,IA,41.398100,-92.914400
Preston (IA),IA,42.050700,-90.394200
Primghar,IA,43.087130,-95.625960
Rockford,IA,43.048900,-92.946800
Rock Rapids,IA,43.429444,-96.169166
Sibley One,IA,43.405000,-95.726100
Spencer Gas Turbine,IA,43.144585,-95.144257
State Center,IA,42.016670,-93.163330
Story City,IA,42.186076,-93.600479
Strawberry Point,IA,42.684444,-91.535555
Stuart (IA),IA,41.503889,-94.317200
Sumner,IA,42.846400,-92.097800
Traer Main,IA,42.192600,-92.463600
Villisca Municipal Power Plant,IA,40.931500,-94.985500
Vinton,IA,42.169700,-92.022200
Webster City,IA,42.471022,-93.814990
West Bend,IA,42.961151,-94.445574
West Liberty,IA,41.569128,-91.264050
Wilton,IA,41.587748,-91.019456
Winterset,IA,41.337200,-94.012600
Summit Lake,IA,41.113600,-94.347200
Earl F Wisdom,IA,43.160600,-95.256900
Fair Station,IA,41.456900,-90.823300
Bird City,KS,39.758100,-101.531900
Colby,KS,39.403001,-101.038202
Cimarron River,KS,37.161100,-100.761900
Fort Dodge,KS,37.732800,-99.949700
Great Bend - Sunflower,KS,38.410000,-98.868900
Riverton,KS,37.072616,-94.698704
Gordon Evans Energy Center,KS,37.790300,-97.521667
La Cygne,KS,38.348100,-94.645600
Murray Gill,KS,37.596700,-97.413611
Neosho,KS,37.305556,-95.110278
Hutchinson Energy Center,KS,38.090600,-97.874722
Lawrence Energy Center,KS,39.007200,-95.269167
Abilene Energy Center Combustion Turbine,KS,38.883100,-97.201389
Tecumseh Energy Center,KS,39.053900,-95.568889
Anthony,KS,37.151700,-98.031100
Ashland,KS,37.193787,-99.763073
Augusta Electric Plant No 1,KS,37.678454,-96.971930
Baldwin City Plant No 1,KS,38.774500,-95.186700
Belleville,KS,39.832769,-97.632038
Beloit,KS,39.457800,-98.112200
Burlingame,KS,38.755100,-95.836800
Burlington (KS),KS,38.193441,-95.749953
Chanute 1,KS,37.683333,-95.454722
Chanute 2,KS,37.695300,-95.458600
Clay Center,KS,39.373966,-97.127211
Coffeyville,KS,37.037344,-95.612689
Colby City of,KS,39.394414,-101.058372
Ellinwood,KS,38.354514,-98.583436
Ellis,KS,38.947222,-99.528611
Erie,KS,37.566810,-95.237499
Garnett Municipal,KS,38.269700,-95.244700
Girard,KS,37.507709,-94.839318
Goodland,KS,39.341622,-101.705188
Herington,KS,38.665800,-96.949200
Hill City,KS,39.358200,-99.841700
Hoisington,KS,38.513000,-98.774700
Holton,KS,39.473500,-95.731550
Hugoton 1,KS,37.175000,-101.345800
Iola,KS,37.923076,-95.425572
Jetmore,KS,38.080332,-99.893587
Kaw,KS,39.086700,-94.651389
Quindaro,KS,39.149200,-94.638100
Kingman Municipal Power and Light Plant,KS,37.383110,-98.070364
La Crosse,KS,38.531667,-99.308333
Gas Turbine (KS),KS,38.179700,-99.112500
Larned,KS,38.176167,-99.099984
Lincoln,KS,39.037190,-98.152993
McPherson 2,KS,38.363411,-97.683350
Meade,KS,37.285176,-100.332438
Minneapolis City of,KS,39.119400,-97.708600
Mulvane Power Plant,KS,37.472448,-97.246749
Oberlin (KS),KS,39.821700,-100.528900
Osage City,KS,38.633183,-95.827658
Osawatomie City of,KS,38.501719,-94.960069
Osborne,KS,39.441979,-98.690296
Ottawa,KS,38.615579,-95.279742
Pratt,KS,37.635900,-98.743300
Russell Downtown,KS,38.893333,-98.856944
Sabetha Power Plant,KS,39.904922,-95.803367
St Francis,KS,39.770868,-101.810082
St John,KS,37.995300,-98.760200
Sharon Spring,KS,38.890552,-101.751525
Stafford,KS,37.956117,-98.599286
Sterling,KS,38.214300,-98.207100
Stockton,KS,39.436190,-99.277930
Wamego,KS,39.199200,-96.308600
Washington,KS,39.730600,-96.979500
Wellington 1,KS,37.261372,-97.405700
West 14th Street,KS,37.235400,-97.011000
Great Bend - Midwest Energy,KS,38.370800,-98.783100
Garden City,KS,37.970300,-100.895600
Big Sandy,KY,38.170700,-82.617600
Dix Dam,KY,37.786400,-84.702800
E W Brown,KY,37.788310,-84.712570
Ghent,KY,38.749700,-85.035000
Green River,KY,37.363600,-87.121400
Haefling,KY,38.079400,-84.519400
Mother Ann Lee,KY,37.829700,-84.724700
Pineville,KY,36.796667,-83.761388
Tyrone,KY,38.047800,-84.848300
Cane Run,KY,38.183100,-85.889200
Mill Creek (KY),KY,38.052500,-85.910300
Ohio Falls,KY,38.283200,-85.779200
Paddys Run,KY,38.223592,-85.841704
Waterside GT,KY,38.258333,-85.754166
Zorn,KY,38.280278,-85.702331
Barkley,KY,37.021700,-88.221100
Paris (KY),KY,38.204900,-84.238300
Kentucky Dam,KY,37.013100,-88.269200
Paradise,KY,37.260800,-86.978300
Shawnee,KY,37.151700,-88.775000
Wolf Creek,KY,36.869100,-85.147000
Kenneth C Coleman,KY,37.963100,-86.791100
HMP&L Station Two Henderson,KY,37.646900,-87.502800
Robert A Reid,KY,37.646100,-87.501900
Cooper,KY,36.998100,-84.591900
Dale,KY,37.880600,-84.261900
Louisiana 1,LA,30.492200,-91.186400
Louisiana 2,LA,30.492200,-91.186400
R S Nelson,LA,30.284400,-93.291100
Willow Glen,LA,30.274300,-91.116400
Coughlin Power Station,LA,30.843900,-92.261111
Teche,LA,29.822222,-91.542500
Buras,LA,29.359145,-89.537264
Little Gypsy,LA,30.005067,-90.461694
Nine Mile Point,LA,29.947200,-90.145800
Sterlington,LA,32.704700,-92.079200
A B Paterson,LA,30.015833,-90.025556
Michoud,LA,30.008100,-89.937200
Arsenal Hill,LA,32.518100,-93.761100
Lieberman,LA,32.704700,-93.959700
Franklin (LA),LA,29.822222,-91.542500
Houma,LA,29.580600,-90.722500
Louis Doc Bonin,LA,30.238038,-92.046264
Rodemacher,LA,30.236111,-92.008333
Monroe (LA),LA,32.523300,-92.179400
Morgan City,LA,29.691436,-91.188492
New Roads,LA,30.726111,-91.368333
Plaquemine,LA,30.273333,-91.256700
Rayne,LA,30.234627,-92.272174
Big Cajun 1,LA,30.673900,-91.355600
Ellsworth Hydro Station,ME,44.544200,-68.430600
Milford Hydro Station,ME,44.942064,-68.645040
Stillwater Hydro Station,ME,44.909400,-68.683300
Androscoggin 3,ME,44.135332,-70.201499
Bar Mills,ME,43.613600,-70.552500
Bonny Eagle,ME,43.687688,-70.611553
Brunswick Hydro,ME,43.920486,-69.967819
Cape Gas Turbine,ME,43.643600,-70.254400
Cataract Hydro,ME,43.495600,-70.447200
Continental Mills,ME,44.092001,-70.221923
Deer Rips,ME,44.134572,-70.203715
Fort Halifax,ME,44.538611,-69.627777
Gulf Island,ME,44.152854,-70.209378
Harris Hydro,ME,45.459200,-69.865800
Hiram,ME,43.852500,-70.796900
Messalonskee 2 (Oakland),ME,44.548544,-69.710404
Messalonskee 3,ME,44.569872,-69.681841
Messalonskee 5,ME,44.534397,-69.652232
North Gorham,ME,43.802517,-70.449920
Shawmut,ME,44.629517,-69.583527
Skelton,ME,43.570800,-70.558300
William F Wyman Hybrid,ME,43.750800,-70.156700
West Buxton,ME,43.666870,-70.602125
Weston Hydro,ME,44.763875,-69.718280
Williams Hydro,ME,44.958900,-69.870300
Wyman Hydro,ME,45.070300,-69.906400
Squa Pan Hydro Station,ME,46.556477,-68.325538
Gould Street,MD,39.266300,-76.604700
Herbert A Wagner,MD,39.178100,-76.526800
Notch Cliff,MD,39.421700,-76.508700
Perryman,MD,39.442836,-76.221761
Philadelphia,MD,39.298600,-76.563600
Riverside (MD),MD,39.236900,-76.513300
Westport,MD,39.266040,-76.629537
Crisfield,MD,37.994134,-75.837679
Vienna Operations,MD,38.487800,-75.820800
Deep Creek,MD,39.523000,-79.413000
Chalk Point Power,MD,38.544400,-76.686100
Dickerson Power,MD,39.209700,-77.464400
Morgantown Generating Plant,MD,38.359200,-76.976700
Conowingo,MD,39.657200,-76.175200
Easton,MD,38.778600,-76.076900
Exelon Edgar LLC,MA,42.241544,-70.964889
Exelon Framingham LLC,MA,42.267200,-71.398300
Exelon L Street,MA,42.339200,-71.035300
Mystic Generating Station,MA,42.390800,-71.067500
New Boston Generating Station,MA,42.339167,-71.035277
Exelon Medway LLC,MA,42.140028,-71.446441
Kendall Square Station,MA,42.363300,-71.079200
Oak Bluffs Diesel Generating Facility,MA,41.425786,-70.608273
Canal,MA,41.769400,-70.509700
Boatlock,MA,42.208600,-72.601400
Chemical,MA,42.191900,-72.609700
Hadley Falls,MA,42.211900,-72.603600
Riverside Holyoke,MA,42.200592,-72.594432
Nantucket Hybrid,MA,41.258300,-70.051700
Deerfield 5,MA,42.691180,-72.956100
Salem Harbor,MA,42.525600,-70.877200
Cabot,MA,42.587500,-72.579300
Cobble Mountain,MA,42.117112,-72.864663
Gardners Falls,MA,42.591400,-72.730800
Putts Bridge,MA,42.157896,-72.486430
Redbridge,MA,42.176047,-72.409521
Potter Station 2,MA,42.235000,-70.967200
High Street Station,MA,42.698600,-70.869700
Waters River,MA,42.542949,-70.928314
Cleary Flood Hybrid,MA,41.865300,-71.106100
Alcona,MI,44.561961,-83.804505
Allegan Dam,MI,42.563803,-85.953976
B C Cobb,MI,43.258768,-86.242268
B E Morrow,MI,42.280222,-85.492548
C W Tippy,MI,44.259135,-85.939565
Cooke,MI,44.472624,-83.571947
Croton,MI,43.437322,-85.664462
Dan E Karn,MI,43.644996,-83.840074
Five Channels,MI,44.455518,-83.676274
Foote,MI,44.435381,-83.440722
Gaylord - Consumers,MI,45.030600,-84.703900
Hardy,MI,43.486618,-85.629866
Hodenpyl,MI,44.362860,-85.819968
J H Campbell,MI,42.910296,-86.200740
Loud,MI,44.463100,-83.720800
Ludington,MI,43.894200,-86.444700
Mio,MI,44.661114,-84.131691
Palisades,MI,42.323000,-86.314600
Rogers,MI,43.613001,-85.479469
Straits,MI,45.766859,-84.756601
Thetford,MI,43.156746,-83.628589
J C Weadock,MI,43.639927,-83.844712
Webber,MI,42.952800,-84.902500
J R Whiting,MI,41.792114,-83.449480
Colfax,MI,42.658653,-84.095181
Conners Creek,MI,42.359200,-82.959700
Dayton (MI),MI,42.175800,-83.533600
Delray,MI,42.294700,-83.101900
Fermi,MI,41.963100,-83.258100
Hancock,MI,42.549700,-83.442500
Harbor Beach,MI,43.851900,-82.643600
Marysville,MI,42.925600,-82.460600
Monroe (MI),MI,41.890600,-83.346400
Northeast (MI),MI,42.450000,-83.038100
Oliver,MI,43.826400,-83.238300
Placid 12,MI,42.710600,-83.456900
Putnam (MI),MI,42.710800,-83.456100
River Rouge,MI,42.273900,-83.111900
Slocum,MI,42.122500,-83.185000
St Clair,MI,42.764200,-82.471900
Superior,MI,42.263900,-83.642200
Trenton Channel,MI,42.121700,-83.180800
Wilmot,MI,43.456600,-83.188900
Manistique,MI,45.955014,-86.256291
Edison Sault,MI,46.497400,-84.332000
Berrien Springs,MI,41.943900,-86.328900
Buchanan (MI),MI,41.839566,-86.351050
Saxon Falls,WI,46.539200,-90.374200
Superior Falls,MI,46.564601,-90.416147
Constantine,MI,41.843600,-85.669400
Mottville,MI,41.805600,-85.750500
Presque Isle,MI,46.578900,-87.395000
John H Warden,MI,46.755300,-88.455800
Prickett,MI,46.726100,-88.662500
Victoria Dam,MI,46.696400,-89.208900
Brule,WI,45.947200,-88.218900
Chalk Hill,MI,45.513600,-87.801100
Hemlock Falls,MI,46.131100,-88.225000
Kingsford,MI,45.807956,-88.125121
Michigamme Falls,MI,45.955300,-88.195800
Peavy Falls,MI,45.990781,-88.210514
Twin Falls (MI),MI,45.871900,-88.069400
Way Dam,MI,46.159200,-88.235300
White Rapids,MI,45.482084,-87.802178
Grand Rapids,MI,45.354700,-87.649400
Crystal Falls,MI,46.106278,-88.334531
Hart,MI,43.704076,-86.366256
Hillsdale,MI,41.906100,-84.631900
James De Young,MI,42.795600,-86.113300
Eckert Station,MI,42.718390,-84.558080
Erickson Station,MI,42.692222,-84.657222
Lowell,MI,42.935000,-85.337800
Plant Four,MI,46.575965,-87.403579
James R Smith,MI,46.571639,-87.410455
Shiras,MI,46.530598,-87.392206
Marshall (MI),MI,42.271700,-84.941100
Norway (MI),MI,45.741230,-87.862780
Frank Jenkins,MI,42.868611,-84.895555
St Louis,MI,43.401900,-84.601400
Main Street (MI),MI,43.732508,-83.453306
Sturgis City Diesel Plant,MI,41.799200,-85.425600
Hydro Plant,MI,41.971100,-85.538100
Saint Marys Falls,MI,46.506250,-84.349267
Wyandotte,MI,42.208100,-83.145300
Zeeland,MI,42.806700,-86.055800
Dafter,MI,46.374370,-84.417230
Kleber,MI,45.391984,-84.333257
Tower,MI,45.362820,-84.294970
Caro,MI,43.465900,-83.327800
Ubly,MI,43.721700,-82.938800
George Johnson,MI,43.839300,-85.426000
Scottville,MI,43.955000,-86.293611
Claude Vandyke,MI,42.731000,-85.855100
Vestaburg,MI,43.401600,-84.914100
Fox Lake,MN,43.672800,-94.707500
Hills,MN,43.528874,-96.364722
Syl Laskin,MN,47.530600,-92.161900
Blanchard,MN,45.861400,-94.359200
Clay Boswell,MN,47.261100,-93.652800
Fond Du Lac,MN,46.666768,-92.293897
Knife Falls,MN,46.726627,-92.448619
Little Falls (MN),MN,45.975013,-94.369094
M L Hibbard,MN,46.735331,-92.151711
Pillager,MN,46.316033,-94.484944
Scanlon,MN,46.709126,-92.421733
Sylvan,MN,46.305000,-94.377500
Thomson,MN,46.655000,-92.333300
Winton,MN,47.934400,-91.763900
Black Dog,MN,44.810800,-93.250100
Granite City,MN,45.575600,-94.140800
Hennepin Island,MN,44.982359,-93.254163
High Bridge,MN,44.931400,-93.111700
Inver Hills,MN,44.781000,-93.042000
Key City,MN,44.197400,-94.007800
Allen S King,MN,45.030000,-92.778600
Minnesota Valley,MN,44.802778,-95.526944
Monticello Nuclear Facility,MN,45.333800,-93.849300
Prairie Island,MN,44.622000,-92.633300
Red Wing,MN,44.569200,-92.516912
Riverside (MN),MN,45.020300,-93.275300
St James,MN,43.988158,-94.615640
West Fairbault,MN,44.269722,-93.290556
Wilmarth,MN,44.196700,-94.000900
Hoot Lake,MN,46.290641,-96.043252
Adrian,MN,43.637110,-95.932794
Alexandria,MN,45.889167,-95.379722
Benson City of,MN,45.314444,-95.602777
Blooming Prairie,MN,43.866000,-93.050400
Blue Earth,MN,43.637500,-94.101667
Delano,MN,45.041378,-93.790522
Detroit Lakes,MN,46.817500,-95.843333
Elk River City of,MN,45.315800,-93.578100
Fairfax,MN,44.525887,-94.718812
Fairmont (MN),MN,43.657900,-94.464700
Glencoe,MN,44.770900,-94.158200
Grand Marais,MN,47.750278,-90.357222
Granite Falls,MN,44.811685,-95.534550
Hibbing,MN,47.429400,-92.935000
Hutchinson Plant #1,MN,44.895741,-94.368433
Janesville,MN,44.117200,-93.707300
Kenyon Municipal,MN,44.271800,-92.984800
Lake Crystal,MN,44.106888,-94.219697
Lanesboro,MN,43.720026,-91.977738
Litchfield,MN,45.128164,-94.535150
Luverne,MN,43.654444,-96.201944
Marshall (MN),MN,44.446585,-95.792118
Melrose,MN,45.675000,-94.815277
Moorhead,MN,46.853611,-96.731111
Moose Lake,MN,46.454097,-92.760557
Mora,MN,45.877088,-93.295137
Mountain Lake,MN,43.940500,-94.943400
New Prague,MN,44.543100,-93.573100
New Ulm,MN,44.315900,-94.458100
North Branch (MN),MN,45.510601,-92.979042
Owatonna,MN,44.083300,-93.230000
Preston (MN),MN,43.666100,-92.083100
Princeton (MN),MN,45.569468,-93.587244
Rochester Hydro,MN,44.212981,-92.480177
Silver Lake,MN,44.028180,-92.460377
Redwood Falls,MN,44.543100,-95.117800
Sleepy Eye,MN,44.298116,-94.725191
Springfield (MN),MN,44.239539,-94.976262
Spring Valley,MN,43.687322,-92.389392
Thief River Falls,MN,48.114262,-96.179176
Truman,MN,43.828415,-94.436908
Wells IC,MN,43.744530,-93.724129
Westbrook,MN,44.039900,-95.442900
Willmar,MN,45.121705,-95.053236
Windom,MN,43.868110,-95.114444
Worthington,MN,43.633490,-95.609234
Cambridge CT Hybrid,MN,45.601000,-93.208100
Elk River,MN,45.296797,-93.558447
Maple Lake,MN,45.229073,-94.009673
Eaton,MS,31.329400,-89.268100
Chevron Oil,MS,30.340000,-88.491900
Sweatt,MS,32.292500,-88.746100
Jack Watson,MS,30.439200,-89.028600
Baxter Wilson,MS,32.283100,-90.930600
Delta (MS),MS,33.794700,-90.713900
Natchez,MS,31.598700,-91.346400
Rex Brown,MS,32.356954,-90.212970
L L Wilkins,MS,34.184500,-90.562662
Third Street,MS,34.205000,-90.577777
Yazoo,MS,32.845800,-90.421100
Benndale,MS,30.888900,-88.805400
Moselle,MS,31.528000,-89.300400
Paulding,MS,32.030155,-89.085550
Asbury,MO,37.361315,-94.589260
Grand Avenue,MO,39.105278,-94.569722
Hawthorn,MO,39.130600,-94.477800
Montrose,MO,38.311400,-93.934800
Northeast (MO),MO,39.122800,-94.560600
Fairgrounds,MO,38.593500,-92.220600
Kirksville,MO,40.224525,-92.584928
Nevada,MO,37.850300,-94.344400
Ralph Green,MO,38.787580,-94.277689
Sibley,MO,39.178319,-94.184445
Viaduct,MO,37.257222,-89.564167
Lake Road (MO),MO,39.724600,-94.877300
Niangua,MO,37.938500,-92.847701
Howard Bend,MO,38.681797,-90.540048
Labadie,MO,38.562244,-90.837686
Meramec,MO,38.401700,-90.335800
Osage Dam,MO,38.204400,-92.623900
Sioux,MO,38.915479,-90.290247
Taum Sauk,MO,37.520833,-90.834722
Butler Municipal Power Plant,MO,38.264408,-94.344385
Carrollton,MO,39.351500,-93.501600
Carthage,MO,37.176646,-94.299431
Chillicothe,MO,39.783388,-93.564112
Columbia (MO),MO,38.964646,-92.316768
Stockton Hydro,MO,37.693600,-93.769100
Fayette,MO,39.140600,-92.680000
Fulton (MO),MO,38.868095,-91.947780
Gallatin (MO),MO,39.917222,-93.953889
Higginsville,MO,39.073315,-93.714748
Blue Valley,MO,39.091900,-94.326100
Jackson Square,MO,39.094574,-94.411522
Station H,MO,39.106700,-94.380400
Station I,MO,39.055954,-94.392957
Jackson (MO),MO,37.384700,-89.660600
Kahoka,MO,40.422500,-91.720600
Kennett,MO,36.233800,-90.052100
La Plata,MO,40.024400,-92.489600
Macon,MO,39.737800,-92.468900
Malden,MO,36.553100,-89.968200
Marshall (MO),MO,39.122800,-93.206400
Memphis,MO,40.457800,-92.181000
Coleman,MO,36.878500,-89.621400
James River Power Station,MO,37.108611,-93.261944
Main Street (MO),MO,37.209400,-93.296700
Trenton Diesel,MO,40.066100,-93.604200
Unionville City of,MO,40.476742,-93.010018
Table Rock,MO,36.597000,-93.308600
New Madrid,MO,36.514700,-89.561700
Thomas Hill,MO,39.552200,-92.638100
Missouri City,MO,39.231534,-94.307979
Glendive GT,MT,47.053900,-104.740000
Miles City GT,MT,46.411200,-105.795300
Black Eagle,MT,47.521331,-111.261442
Cochrane,MT,47.537500,-111.194969
Hauser,MT,46.765941,-111.887341
Holter,MT,46.991500,-112.004700
J E Corette Plant,MT,45.775620,-108.480999
Selis Ksanka Qlispe,MT,47.677700,-114.233900
Milltown,MT,46.869722,-113.878055
Morony,MT,47.581737,-111.060898
Mystic,MT,45.225741,-109.762489
Rainbow (MT),MT,47.534400,-111.204500
Ryan,MT,47.569939,-111.122546
Thompson Falls,MT,47.593155,-115.358237
Old Faithful,WY,44.453300,-110.834700
Noxon Rapids,MT,47.960480,-115.733610
Hungry Horse,MT,48.341521,-114.014430
Yellowtail,MT,45.307406,-107.957515
Ansley,NE,41.289185,-99.386336
Auburn,NE,40.388300,-95.846400
Beaver City,NE,40.130304,-99.827772
Broken Bow,NE,41.403100,-99.639200
Burwell,NE,41.780313,-99.136071
Cambridge,NE,40.286178,-100.176836
Campbell Village,NE,40.299200,-98.733100
Canaday,NE,40.694200,-99.701100
Jeffrey,NE,40.959405,-100.397905
Johnson 1,NE,40.693600,-99.817800
Johnson 2,NE,40.683900,-99.744700
Chappell,NE,41.092589,-102.471547
Crete,NE,40.625300,-96.960100
Curtis,NE,40.631453,-100.515161
David City,NE,41.254652,-97.119202
Deshler,NE,40.140800,-97.723900
Emerson,NE,42.276000,-96.729200
Falls City,NE,40.055000,-95.608300
Franklin (NE),NE,40.089200,-98.950800
Lon Wright,NE,41.428100,-96.462300
C W Burdick,NE,40.922800,-98.326900
Don Henry,NE,40.583155,-98.420055
North Denver,NE,40.598839,-98.388630
Kimball,NE,41.238200,-103.666700
Laurel,NE,42.430539,-97.090814
J Street,NE,40.807880,-96.710667
Lyons,NE,41.937400,-96.466800
Nebraska City # 1,NE,40.680600,-95.847500
Syracuse # 2,NE,40.675600,-96.177778
Columbus,NE,41.463900,-97.328300
Hallam,NE,40.558652,-96.786177
Hebron,NE,40.187928,-97.577857
Kearney,NE,40.703511,-99.100753
McCook,NE,40.221400,-100.650800
Monroe (NE),NE,41.487200,-97.607800
North Platte,NE,41.086400,-100.759400
Sheldon,NE,40.558900,-96.784700
Spencer Hydro,NE,42.809337,-98.656283
Fort Calhoun,NE,41.520522,-96.077511
Jones Street,NE,41.251488,-95.922682
North Omaha,NE,41.329090,-95.944660
Sarpy County,NE,41.170594,-95.970603
Ord,NE,41.604164,-98.926144
Oxford (NE),NE,40.258100,-99.610800
Pender,NE,42.114742,-96.705431
Red Cloud,NE,40.097954,-98.519032
Sargent,NE,41.641588,-99.369800
Sidney (NE),NE,41.145634,-102.977836
Spalding,NE,41.681380,-98.367560
Stuart (NE),NE,42.599377,-99.143707
Tecumseh,NE,40.366400,-96.190000
Wahoo,NE,41.211798,-96.611550
Wakefield,NE,42.269100,-96.862100
Wayne IC,NE,42.227800,-97.018300
West Point Municipal,NE,41.844936,-96.713450
Wilber,NE,40.479700,-96.960400
Wisner,NE,41.988069,-96.915994
Clark (NVE),NV,36.087500,-115.050700
